gcardId,relCode,phoneType1,phoneType2,city,state,zip,countryCode,jobTypeID,rentOwnFlag,DOB,Gender,CriminalQuestion,BrokenLease,Evicted,SuedForDamage,SuedForRent,MaritalStatus,ResidentDesignation,IsInternationalApplicant,PrefCommunicationType,County,status,trfsrcName,gcardPreferedFloorplanGroupId,gcardOccupantCount
125992709,H,M,,Boxborough,MA,01719-1540,,Mdcl,R,1/1/1985,,,0,1,0,0,,,0,,,0,Local Business,Z000000007,1
125963193,H,M,,San Antonio,TX,78229,US,,F,6/10/1992,,0,1,0,0,0,,,0,,,0,Apartments.com,Z000000001,1
125927531,H,H,,Conroe,TX,0,US,T0000006,O,7/10/1990,M,0,1,0,0,0,,,0,,,0,Apartments.com,Z000000001,1
125835084,H,M,,Buckeye,AZ,85396,,,F,10/17/1986,F,,1,0,0,0,,,0,,,0,Rent.com,Z000000007,0
125544873,H,M,,Houston,TX,77003,,,F,12/8/1990,,,1,0,0,0,,,0,,,0,Live/Work in Area,Z000000001,0
125281166,H,M,,Cleveland,TX,77327,US,,F,1/23/1992,,0,1,0,0,0,,,0,,,0,Apartment Locator,Z000000001,1
124771782,H,M,,Westminster,CO,80234-5644,,,F,5/3/1991,,,1,0,0,0,,,0,,,0,Apartments.com,Z000000001,0
124718237,H,H,M,Arlington,TX,76013,US,,F,3/1/1990,M,0,1,1,1,1,,,0,,,0,Zillow Rental Network,Z000000005,1
124188361,H,H,,San Rafael,CA,94901,,Techno,N,3/17/1957,M,,0,1,0,0,,,0,,,0,Greystar Property Referral,Z000000001,1
123844894,H,M,,Houston,TX,77090,US,,F,9/1/1985,,0,1,0,0,0,,,0,,,0,Rent.com,Z000000003,1
123066253,H,W,W,Woodbridge,VA,22191-4298,,,R,3/7/1957,F,,0,0,0,1,,,0,,,0,Live/Work in Area,Z000000001,1
121524692,H,H,W,Palatine,IL,60074,,T0000007,O,11/10/1953,M,,0,0,0,1,,,0,,,0,Live/Work in Area,Z000000005,1
121370445,H,H,M,Houston,TX,77077-5042,,T0000014,R,1/14/1970,M,,0,1,0,0,,,0,,,0,Friend/Family Referral,Z000000001,2
121362463,H,H,M,Rosemount,MN,55068-1797,,Techno,F,2/13/1980,F,,0,1,0,0,,,0,,,0,Google.com,Z000000001,1
121109947,H,M,,Nashville,TN,37221,,,F,3/12/1982,,0,1,0,0,0,,,0,,,0,ApartmentGuide.com,Z000000001,1
121104555,H,H,,Phoenix,AZ,85014,,,F,8/27/1968,,0,1,0,0,0,,,0,,,0,Non Greystar Prop Referral,Z000000005,1
121096678,H,M,,Los Angeles,CA,90008,,,F,3/18/1992,,0,1,0,0,0,,,0,,,0,ProMove,Z000000001,2
121089106,H,M,,San Ramon,CA,94583,,,F,7/7/1986,M,,1,0,0,0,,,0,,,0,Google.com,Z000000001,2
121069511,H,M,,Dallas,TX,75074,,,F,6/9/1969,,1,1,1,1,1,,,0,,,0,Bandit/Bootleg Sign,Z000000006,1
121058746,H,H,M,Corpus Christi,TX,78414,,T0000017,O,8/15/1977,M,,1,0,0,0,,,0,,,0,Resident Referral,Z000000001,1
121048468,H,H,W,Charlotte,NC,28273,,,F,8/5/1988,,,1,0,0,0,,,0,,,0,Banner/A-Frame/Other Sign,Z000000005,2
121045786,H,M,,Montgomery,TX,77356,,,F,2/21/1983,,0,1,0,0,0,,,0,,,0,Friend/Family Referral,Z000000005,1
121044006,H,M,W,Suitland,MD,20746,,,F,10/11/1982,,,0,0,0,1,,,0,,,0,ApartmentRatings.com,Z000000001,1
121021033,H,H,W,Charlotte,NC,28226-4736,,,F,5/2/1989,,,1,0,0,0,,,0,,,0,ApartmentGuide.com,Z000000001,2
121016830,H,M,,Cedar Hill,TX,75104,,,F,4/24/1989,,0,1,0,0,0,,,0,,,0,Apartment Locators,Z000000001,1
121002669,H,H,M,Richmond,VA,23230,,,F,8/17/1987,,0,0,1,1,0,,,0,,,0,Craigslist.org,Z000000001,1
101775741,H,M,,Phoenix,AZ,85020,,,F,11/26/1980,,0,1,0,0,0,,,0,,,0,Apartments.com,Z000000003,1
101770148,H,H,M,Cornelius,NC,28031,,,F,10/7/1963,,0,1,0,0,0,,,0,,,0,Property Website-Desktop,Z000000008,2
101761691,H,M,M,Plantation,FL,33324,US,,F,2/28/1977,F,0,1,0,0,0,,,0,,,0,Property Web Site,Z000000001,2
101753326,H,,,Charlotte,NC,28215-3783,,,F,11/1/1986,,,1,0,0,0,,,0,,,0,ApartmentGuide.com,Z000000005,2
101735193,H,H,M,Mesa,AZ,85211-0343,,,N,3/25/1968,F,,1,0,0,0,,,0,,,0,Other,Z000000001,1
101722342,H,M,,Frederick,CO,80530,,,F,12/16/1992,,0,1,0,0,0,,,0,,,0,Apartment Finder,Z000000001,2
101711244,H,H,M,Saint Petersburg,FL,33702,,,F,11/15/1986,,0,1,0,0,0,,,0,,,0,Friend/Family Referral,Z000000005,2
101707383,H,H,W,McKinney,TX,75070,,,F,8/26/1987,F,,1,0,0,0,,,0,,,0,Apartments.com,Z000000005,2
101641503,H,M,,Houston,TX,77004,,,F,12/21/1966,,0,1,0,0,0,,,0,,,0,Apartment Finder,Z000000001,1
101639855,H,,,San Antonio,TX,78261,,,F,6/11/1990,,0,1,0,0,0,,,0,,,0,Rent.com,Z000000001,1
101633504,H,M,,Phoenix,AZ,85023,,,F,5/1/1991,,0,1,1,0,0,,,0,,,0,Craigslist.org,Z000000005,1
101617425,H,M,,Houston,TX,77030,US,,F,3/17/1987,,0,1,0,0,0,,,0,,,0,ApartmentGuide.com,Z000000005,3
101617425,H,M,,Houston,TX,77030,US,,F,3/17/1987,,0,1,0,0,0,,,0,,,0,ApartmentGuide.com,Z000000005,3
101615074,H,M,,Phoenix,AZ,85043,,,F,12/6/1981,,0,0,1,0,0,,,0,,,0,Property Web Site,Z000000001,1
101609405,H,H,,Charlotte,NC,28208-4660,,,F,2/18/1973,,,1,0,0,0,,,0,,,0,Property Web Site,Z000000005,3
101598863,H,M,,Savannah,GA,31401,,,F,6/20/1989,,0,1,0,0,0,,,0,,,0,Property Web Site,Z000000012,1
101584372,H,M,,District Heights,MD,20746,,,F,10/10/1949,,0,1,0,0,0,,,0,,,0,Property Web Site,Z000000003,2
101576051,H,M,,Bensalem,PA,19020,,,F,11/26/1974,,0,0,0,0,1,,,0,,,0,Property Web Site,Z000000001,1
101546570,H,H,W,Austin,TX,78741,,,F,8/14/1974,,,1,0,0,0,,,0,,,0,Aukum Other,Z000000001,1
101546570,H,H,W,Austin,TX,78741,,,F,8/14/1974,,,1,0,0,0,,,0,,,0,Aukum Other,Z000000001,1
101536850,H,M,,Jacksonville,FL,32208,,,F,1/11/1979,,0,1,0,0,0,,,0,,,0,Pro Move,Z000000005,1
101532313,H,M,,National City,CA,91950,,,F,4/21/1967,,0,0,1,0,0,,,0,,,0,Other,Z000000005,2
101463929,H,H,M,Baltimore,MD,21229,,,F,9/7/1964,,0,1,0,0,0,,,0,,,0,Other,Z000000001,1
101445453,H,H,W,Pflugerville,TX,78660-2116,,,R,2/18/1986,F,,1,0,0,0,,,0,,,0,Drive-by,Z000000005,3
101411515,H,M,,Marietta,GA,30066,,,F,10/12/1956,,0,0,1,0,0,,,0,,,0,Resident Referral,Z000000001,1
101311835,H,M,,Gaithersburg,MD,20879,,,F,4/4/1987,,0,0,1,0,0,,,0,,,0,Property Web Site,Z000000003,1
101309489,H,M,,Be,OH,43718,,,F,1/1/1980,,1,1,0,0,0,,,0,,,0,Para Rentar,Z000000001,1
101307201,H,H,,N/A,NA,0,,,F,4/9/1961,,0,1,0,0,0,,,0,,,0,Property Web Site,Z000000001,2
137775863,H,H,M,Bryan,TX,77803-0604,,,R,12/20/1991,F,,0,1,0,0,,,0,,,1,Resident Referral,Z000000005,4
137129749,H,,,Albuquerque,NM,87109,,,R,9/23/1963,F,,1,0,0,0,,,0,,,1,Rent.com,Z000000012,2
136441529,H,M,,Seattle,WA,98126,,T0000014,N,8/8/1983,,0,0,0,0,1,,,0,,,1,Property Website,Z000000001,3
136316323,H,M,,Milwaukie,OR,97267,,,R,4/17/1983,,,0,1,0,0,,,0,,,1,Live/Work in Area,Z000000005,3
135975884,H,H,,Los Angeles,CA,90012,,T0000021,R,6/8/1991,F,,0,0,1,0,,,0,,,1,Property Website,Z000000012,0
135768615,H,M,,Raleigh,NC,27615,,T0000015,O,4/19/1965,F,0,1,0,0,0,,,0,,,1,Property Website,Z000000005,0
135693377,H,M,W,Milwaukie,OR,97267,,,N,10/1/1981,F,,0,1,0,0,,,0,,,1,Property Website,Z000000003,2
135682093,H,M,,Cheney,WA,99004,,,R,3/8/1996,M,,1,0,0,0,,,0,,,1,Apartments.com,Z000000005,0
135659554,H,M,,Baytown,TX,77521,,emp,N,6/18/2002,F,,1,1,1,1,,,0,,,1,Apartment List,Z000000003,2
135550347,H,H,,Phoenix,AZ,85022,,,R,4/20/1977,M,,1,0,0,0,,,0,,,1,Apartment Locator,Z000000005,2
135510754,H,H,,Eugene,OR,97401,,Unemploy,R,10/14/1979,F,,0,1,0,0,,,0,,,1,Affordable Housing Agency,Z000000005,2
135285486,H,M,H,Shakopee,MN,55379,,,N,6/28/1988,F,,0,1,0,0,,,0,,,1,Employee Referral,Z000000001,1
135259771,H,M,,Milwaukie,OR,97267,,,R,2/10/1992,F,,1,0,0,0,,,0,,,1,Craigslist.org,Z000000003,0
135249375,H,M,,Pflugerville,TX,78660,,T0000023,R,10/20/2000,F,,0,1,0,0,,,0,,,1,Greystar.com,Z000000001,1
135194811,H,M,,Milwaukie,OR,97267,,,R,6/19/1997,M,,1,0,0,0,,,0,,,1,Online Business Listing,Z000000003,0
135139875,H,M,,El Mirage,AZ,85335-5373,,Mdcl,R,2/16/1995,F,,1,0,0,0,,,0,,,1,Non-Paid Referral,Z000000005,4
135028557,H,H,M,Washington,DC,20002,,emp,R,1/25/1994,M,,0,1,0,0,,,0,,,1,Event Marketing,Z000000001,0
134939320,H,H,W,Columbia,MD,21044,,,R,8/2/1995,M,,1,0,0,0,,,0,,,1,Apartment List,Z000000005,2
134892534,H,H,,Milwaukie,OR,97267,,,N,3/7/1979,M,,0,1,0,0,,,0,,,1,Property Website,Z000000012,0
134409518,H,M,M,Hillsboro,OR,97124,,T0000023,O,2/9/1998,F,0,1,0,0,0,,,0,,,1,Greystar.com,Z000000005,0
134239070,H,M,,AUSTIN,TX,78758,,Mdcl,R,10/23/1963,M,,0,1,0,0,,,0,,,1,Live/Work in Area,Z000000001,0
134136893,H,M,,Mary Esther,FL,32569,,,R,1/17/1986,M,,0,1,0,0,,,0,,,1,Zillow Rental Network,Z000000005,0
133955340,H,M,,Mt. Pleasant ,SC,29464,,emp,R,4/27/1996,F,,0,1,0,0,,,0,,,1,Property Website,Z000000007,0
133574907,H,H,W,Seattle ,WA,98121,,,R,5/5/1992,,,1,1,1,1,,,0,,,1,Property Website,Z000000012,0
133570786,H,M,,Corvallis,OR,97333,,,R,10/31/1962,F,,0,1,0,0,,,0,,,1,Property Website,Z000000001,0
133533435,H,H,W,Baltimore,MD,21230,,,R,10/16/2000,F,,1,1,1,1,,,0,,,1,Property Website,Z000000001,0
133531383,H,M,,Denver,CO,80231,,,R,3/8/1965,F,,0,0,0,1,,,0,,,1,Zillow Rental Network,Z000000005,0
133425799,H,M,H,Louisville,CO,80027-1428,,,R,8/14/1989,M,,0,1,0,0,,,0,,,1,Zillow Rental Network,Z000000001,0
133420251,H,M,,Milwaukie,OR,97267,,,N,9/23/1988,F,,0,1,0,0,,,0,,,1,Affordable Housing Agency,Z000000012,0
133248811,H,M,,Lakewood,CO,80232,,,R,5/17/1998,F,,0,1,0,0,,,0,,,1,Property Website,Z000000005,0
133070042,H,M,,Austin,TX,78759,,,N,6/28/1954,M,,0,0,0,1,,,0,,,1,Resident Referral,Z000000005,1
132977455,H,H,,Chattanooga,TN,37416-1010,,,R,4/17/1942,M,,1,0,0,0,,,0,,,1,Off-Site Signage,Z000000001,1
132914346,H,M,,Charlotte,NC,28270-5867,,Rstrnt,R,1/22/1981,F,,0,0,0,1,,,0,,,1,Property Website,Z000000008,0
132548836,H,H,M,Mukilteo,WA,98275,,T0000015,R,2/9/1964,F,,0,1,1,0,,,0,,,1,Zillow Rental Network,Z000000005,2
132395583,H,H,,Denver,CO,80260-5050,,,N,5/10/1987,F,,0,1,0,0,,,0,,,1,Craigslist.org,Z000000005,0
132226257,H,H,,Eugene,OR,97402,,,R,5/16/1967,F,,0,1,0,0,,,0,,,1,ApartmentRatings.com,Z000000001,1
132079237,H,H,,Charleston,SC,29492,,,R,10/3/1995,F,,0,1,1,1,,,0,,,1,In-House Transfer,Z000000001,1
132046070,H,H,,Denver,CO,80260,,,R,9/28/1959,F,,0,1,0,0,,,0,,,1,Affordable Housing Agency,Z000000001,0
131827976,H,H,,Albuquerque,NM,87114,,,R,9/30/1960,M,,1,0,0,0,,,0,,,1,Friend/Family Referral,Z000000005,1
131819655,H,H,,West Valley City,UT,84128,,,R,11/28/1993,M,,1,0,0,0,,,0,,,1,Resident Referral,Z000000005,4
131741026,H,H,,Altamonte Springs,FL,32714,,,R,2/20/1994,M,,0,1,0,0,,,0,,,1,Property Signage,Z000000005,1
131702291,H,H,,Herriman,UT,84096,,,R,9/24/1990,F,,0,1,0,0,,,0,,,1,Local Internet Source,Z000000003,4
131552322,H,H,,Clute,TX,77531,,Rstrnt,R,12/24/1997,F,,1,0,0,0,,,0,,,1,Resident Referral,Z000000001,1
131515689,H,H,M,Eugene,OR,97408,,emp,R,9/9/1987,,,0,1,0,0,,,0,,,1,Property Website,Z000000012,0
131470723,H,H,,Vancouver,WA,98683,,,O,2/22/1977,,,1,0,0,0,,,0,,,1,Live/Work in Area,Z000000005,2
131467696,H,H,,Eugene,OR,97402,,,R,8/11/1945,F,,0,1,0,0,,,0,,,1,Craigslist.org,Z000000001,1
131125051,H,M,W,Alexandria,VA,22304,,U0000035,R,12/3/1958,F,,0,1,0,0,,,0,,,1,Apartments.com,Z000000001,0
130912185,H,H,,Charlotte,NC,28202,,Mdcl,R,9/10/1991,F,,0,0,0,1,,,0,,,1,Property Website,Z000000001,2
130862355,H,H,,Baltimore,MD,21230,,,R,3/1/1983,F,,1,0,0,0,,,0,,,1,Property Website,Z000000001,0
130815228,H,H,,New Hope,MN,55428,,T0000001,R,12/14/1988,F,,0,1,0,0,,,0,,,1,Apartments.com,Z000000001,0
130685689,H,H,,Fort Worth,TX,76104,,,R,6/19/1993,M,,1,0,0,0,,,0,,,1,In-House Transfer,Z000000005,2
130634659,H,H,,Spokane,WA,99217,,,N,2/28/1995,F,,0,1,0,0,,,0,,,1,Property Website,Z000000005,0
130612380,H,H,,Baytown,TX,77521,,,R,11/18/1993,F,,0,1,0,0,,,0,,,1,Online Display,Z000000001,0
130320234,H,H,,Spokane,WA,99217,,,N,6/22/1994,M,,1,0,0,0,,,0,,,1,Live/Work in Area,Z000000001,1
130137185,H,H,,Baytown,TX,77521,,,R,12/27/1991,F,,1,0,0,0,,,0,,,1,Property Signage,Z000000005,2
129993263,H,H,,Baytown,TX,77521,,,R,8/25/1978,F,,1,0,0,0,,,0,,,1,Property Website,Z000000005,3
129872971,H,H,,Durham,NC,27701,,U0000035,R,11/11/1960,M,,0,1,0,0,,,0,,,1,Apartments.com,Z000000001,0
129766307,H,H,H,Arvada ,CO,80003,,,R,1/30/1983,M,,0,1,0,0,,,0,,,1,Apartment List,Z000000003,1
129208797,H,H,M,Tempe,AZ,85281,,,R,11/23/1993,M,,0,1,0,0,,,0,,,1,Property Website,Z000000005,1
129160384,H,H,,Charlotte,NC,28270-5884,,T0000020,R,7/18/1990,F,,0,1,0,0,,,0,,,1,Apartments.com,Z000000004,1
129068079,H,M,,Olathe,KS,66061,,,R,5/25/1965,M,,1,0,0,0,,,0,,,1,Property Signage,Z000000005,2
129019668,H,H,W,Philadelphia,PA,19118,,,R,7/8/1991,,,1,0,0,0,,,0,,,1,Apartments.com,Z000000001,1
128884198,H,W,W,Saint Louis,MO,63122-6303,,T0000016,R,9/27/1952,M,,1,0,0,1,,,0,,,1,Property Signage,Z000000001,1
128882418,H,H,,Seattle,WA,98115-7367,,T0000020,R,10/23/1991,F,,0,0,0,1,,,0,EMAIL,,1,Property Website,Z000000001,0
128712661,H,,,Phoenix,AZ,85034,,,R,12/6/1989,M,,0,1,0,0,,,0,,,1,Apartment List,Z000000012,2
128698446,H,H,,Indianapolis,IN,46220,,T0000015,R,8/19/1965,F,,0,1,0,0,,,0,,,1,Zillow Rental Network,Z000000057,0
128561954,H,H,M,Thornton,CO,80229,,,R,12/19/1994,M,,0,1,0,0,,,0,,,1,Property Website,Z000000005,2
128488986,H,H,,Durham,NC,27705,,Student,R,2/24/1993,M,,1,0,0,0,,,0,,,1,Resident Referral,Z000000001,1
128455270,H,H,,Charlotte,NC,28204,,,F,12/29/1991,M,,1,0,0,0,,,0,,,1,Greystar Property Referral,Z000000001,2
128448504,H,H,,Spokane,WA,99217,,,R,9/27/1945,M,,0,1,0,0,,,0,,,1,Live/Work in Area,Z000000001,1
128367669,H,H,W,Los Angeles,CA,90012,,,R,7/12/1994,M,,1,0,0,1,,,0,,,1,Property Signage,Z000000001,1
128147179,H,H,,Hilton Head,SC,29928,,,F,1/9/1971,F,,1,0,0,0,,,0,,,1,Zillow Rental Network,Z000000005,0
128058147,H,H,M,Pflugerville,TX,78660,,,R,11/25/1980,F,,1,0,0,0,,,0,,,1,Property Website,Z000000007,4
127960820,H,H,,Atlanta,GA,30324,,,R,8/16/1994,M,,1,0,0,0,,,0,,,1,Resident Referral,Z000000005,2
127952712,H,H,,Fort Worth,TX,76107,,Student,N,4/22/1991,F,,0,0,1,0,,,0,,,1,Apartments.com,Z000000012,1
127950673,H,H,,San Antonio,TX,78257,,,F,1/18/1990,M,,1,1,1,1,,,0,,,1,Live/Work in Area,Z000000005,1
127914656,H,H,,Pasadena ,CA,91103,,,R,9/22/1951,F,,1,1,0,0,,,0,,,1,Property Website,Z000000001,1
127773289,H,H,,Lombard,IL,60148,,,F,10/16/1994,M,,1,0,0,0,,,0,,,1,Online Display,Z000000001,2
127744449,H,H,W,Chandler,AZ,85226,,T0000015,N,9/13/1962,F,,0,1,0,0,,,0,,,1,Apartments.com,Z000000005,1
127504217,H,H,,Houston,TX,77084-4289,,,F,3/1/1979,F,,1,0,0,0,,,0,,,1,Property Website,Z000000003,2
127459673,H,H,,Spokane,WA,99204,,U0000035,R,10/3/1952,F,,1,0,0,0,,,0,,,1,Property Signage,Z000000001,1
127349798,H,H,,Oceanside,CA,92054,,Techno,R,12/24/1971,M,,1,0,0,0,,,0,,,1,Local Internet Source,Z000000001,1
127235872,H,H,,Nashville,TN,37221,,SlfEmpyd,R,3/19/1966,F,,1,0,0,0,,,0,,,1,Property Website,Z000000001,0
127192765,H,H,W,Greenville ,SC,29607,,T0000019,R,2/4/1992,M,,0,0,1,0,,,0,,,1,Apartment Locator,Z000000012,1
127188599,H,H,,Hillsboro,OR,97124,,,F,2/25/1994,F,,1,0,0,0,,,0,,,1,Apartment List,Z000000002,2
127131429,H,M,,Dallas,TX,75219,,Techno,N,2/12/1988,M,,0,1,0,0,,,0,,,1,Property Signage,Z000000001,1
127107512,H,H,M,Minneapolis,MN,55415,,,R,10/21/1991,M,,1,1,1,1,,,0,,,1,Friend/Family Referral,Z000000001,2
127080915,H,M,,Raleigh,NC,27612,,,R,8/30/1953,M,,0,1,0,0,,,0,,,1,Live/Work in Area,Z000000001,1
127060013,H,H,,Williston,ND,58801,,,R,10/26/1975,M,,0,1,0,0,,,0,,,1,Property Signage,Z000000001,1
127049430,H,H,,Grand Prairie,TX,75050,,,R,10/18/1979,M,,1,1,1,1,,,0,,,1,Aukum Other,Z000000003,2
127043703,H,H,,Scottsdale,AZ,85258,,,F,11/12/1976,F,,0,1,0,0,,,0,,,1,Greystar.com,Z000000003,1
127019706,H,H,,San Jose,CA,95128,,,R,5/6/1966,F,,0,1,0,0,,,0,,,1,Greystar Property Referral,Z000000005,2
127013120,H,H,,Fort Worth,TX,76131-2383,,,R,4/23/1991,F,,0,1,0,0,,,0,,,1,Apartments.com,Z000000005,1
127004435,H,H,,Denver,CO,80222,,T0000014,R,4/5/1994,M,,0,0,0,1,,,0,,,1,Property Website,Z000000001,0
126833425,H,H,,Grand Prairie,TX,75050,,T0000001,R,8/17/1974,M,,1,0,0,0,,,0,,,1,Apartment List,Z000000003,1
126832030,H,H,,Charlotte,NC,28273,,T0000014,R,2/7/1976,M,,0,1,0,0,,,0,EMAIL,,1,Apartments.com,Z000000005,1
126818902,H,H,,Charlotte,NC,28273-4789,,,R,10/3/1990,F,,0,1,0,0,,,0,,,1,Zillow Rental Network,Z000000005,1
126815388,H,H,,Phoenix,AZ,85034,,T0000009,R,7/19/1987,,,0,1,0,0,,,0,,,1,Apartments.com,Z000000005,2
126809587,H,H,W,Houston,TX,77084-4289,,Gvrnmnt,R,8/4/1982,F,,1,0,0,0,,,0,,,1,Rent.,Z000000001,1
126769685,H,H,,Corpus Christi,TX,78414,,,R,12/16/1966,M,,0,1,0,0,,,0,,,1,Apartment List,Z000000005,2
126741684,H,M,,Clermont,FL,34711,,U0000008,R,5/27/1962,F,,1,0,0,0,,,0,,,1,Property Signage,Z000000005,1
126669097,H,H,,Fort Lauderdale,FL,33315,,T0000002,R,2/2/1987,M,,0,0,0,1,,,0,,,1,Zillow Rental Network,Z000000036,0
126665129,H,H,,Johns Creek,GA,30022,,,R,10/29/1968,F,,0,1,0,0,,,0,,,1,Apartments.com,Z000000005,1
126419738,H,H,,North Hollywood,CA,91601,,,F,6/9/1990,F,,0,1,0,0,,,0,,,1,Apartments.com,Z000000001,2
126409749,H,W,W,Lynnwood,WA,98087,,,F,10/5/1990,M,,0,1,0,0,,,0,,,1,Property Website,Z000000003,1
126313361,H,H,,Dallas,TX,75244,,,F,2/27/1988,F,,0,1,0,0,,,0,,,1,Employee Referral,Z000000001,1
126182564,H,H,,Kansas City,MO,64114,,,F,6/13/1972,F,,0,1,0,1,,,0,,,1,Craigslist.org,Z000000001,1
126182031,H,H,,La Grange,IL,60525,,,R,2/18/1969,F,,0,0,1,0,,,0,,,1,Live/Work in Area,Z000000001,1
126023407,H,H,M,Kansas City,MO,64131,,,F,1/4/1993,M,,1,0,0,0,,,0,,,1,Apartments.com,Z000000001,2
126011139,H,H,W,San Antonio,TX,78233,,,F,4/1/1965,,,0,0,0,1,,,0,,,1,Apartment Locator,Z000000005,0
125942172,H,H,,San Marcos ,CA,92069,,U0000035,R,1/25/1939,F,,1,0,0,0,,,0,,,1,Craigslist.org,Z000000005,1
125940194,H,H,M,Dallas,TX,0,,,F,2/13/1987,M,,0,1,0,0,,,0,,,1,Friend/Family Referral,Z000000001,2
125836255,H,H,W,Kirkland,WA,98033,,,F,1/9/1976,M,,1,0,0,0,,,0,,,1,Apartments.com,Z000000001,0
125774893,H,H,,Thornton,CO,80229-3503,,,F,3/22/1987,M,,1,0,0,0,,,0,,,1,Zillow Rental Network,Z000000001,0
125734393,H,H,,Dallas ,TX,75287,,,R,1/4/1989,M,,0,1,0,0,,,0,,,1,Property Signage,Z000000005,1
125706992,H,H,,Baton Rouge,LA,70808-4824,,,F,11/28/1972,F,,1,0,0,0,,,0,,,1,ApartmentGuide.com,Z000000005,1
125704080,H,H,,Katy,TX,77494,,T0000016,R,6/28/1973,F,,0,1,0,0,,,0,,,1,Property Website,Z000000001,1
125648981,H,H,,Charlotte,NC,28270-5890,,,R,5/27/1969,F,,1,0,0,0,,,0,,,1,For Rent,Z000000004,1
125630637,H,H,,St. Louis,MO,63146,,,F,5/24/1985,,,1,0,0,0,,,0,,,1,ApartmentGuide.com,Z000000007,0
125625393,H,H,,Kirkland,WA,98033,,,F,10/5/1988,F,,1,0,0,0,,,0,,,1,Apartments.com,Z000000001,0
125610300,H,H,W,Kirkland,WA,98033,,,F,7/29/1977,M,,1,0,0,0,,,0,,,1,Apartments.com,Z000000007,1
125588412,H,H,M,Dallas ,TX,75287,,ArtsEnvi,N,12/6/1990,F,,0,1,0,0,,,0,,,1,Apartment Locator,Z000000001,1
125553125,H,H,,Williamsburg,VA,23188,,,F,9/23/1984,M,,1,0,0,0,,,0,,,1,Search Engine Marketing,Z000000001,0
125470639,H,H,,Kirkland,WA,98033,,,F,10/26/1993,,,1,0,0,0,,,0,,,1,Property Web Site,Z000000001,1
125458885,H,H,W,Universal City,TX,78148,,,R,9/28/1979,F,,1,0,0,0,,,0,,,1,Apartment Locator,Z000000003,0
125426641,H,H,,Washington,DC,20009,,,F,9/15/1981,M,,1,0,0,0,,,0,,,1,ApartmentGuide.com,Z000000005,1
125411395,H,H,W,Katy,TX,77494,,T0000004,N,7/23/1992,F,,1,0,0,0,,,0,,,1,Apartment List,Z000000012,1
125210093,H,M,,Hyattsville,MD,20784,,,F,5/15/1959,,0,0,0,0,1,,,0,,,1,ApartmentGuide.com,Z000000063,0
125207458,H,H,M,League City,TX,77573-2037,,,R,2/16/1971,M,,1,0,0,0,,,0,,,1,Property Signage,Z000000005,1
125165906,H,M,,Houston,TX,77079,,,F,4/13/1990,F,,1,0,0,0,,,0,,,1,Realtor Referral,Z000000001,0
125027693,H,H,,Savannah,GA,31404-1024,,SlfEmpyd,R,4/1/1982,M,,1,0,0,0,,,0,,,1,Property Website,Z000000005,1
124892501,H,H,,Dallas,TX,75244,,,F,11/18/1991,M,,1,0,0,0,,,0,,,1,Property Website,Z000000001,2
124718237,H,H,M,Arlington,TX,76013,US,,F,3/1/1990,M,0,1,1,1,1,,,0,,,1,Zillow Rental Network,Z000000005,1
124629823,H,H,W,Houston,TX,77079,,,F,1/19/1989,F,,1,0,0,0,,,0,,,1,Realtor Referral,Z000000005,0
124503270,H,H,W,Kirkland,WA,98033,,,F,1/13/1988,F,,1,0,0,0,,,0,,,1,Apartments.com,Z000000001,0
